ticket_id,created_at,resolved_at,status,priority,category,subcategory,channel,site,assigned_group,resolution_minutes,sla_target_minutes,sla_met,root_cause,customer_satisfaction
TKT-00470,2026-04-10 10:33:00,2026-04-10 16:11:00,Closed,P3 - Medium,Account,Access request,Self-service Portal,Malaga,Network Support,338.0,1440,True,Software bug,5.0
TKT-00471,2026-01-18 07:53:00,2026-01-18 09:02:00,Closed,P2 - High,Account,Access request,Email,Wangara,Service Desk,69.0,480,True,Software bug,5.0
TKT-00472,2026-04-10 17:31:00,2026-04-11 03:16:00,Closed,P1 - Critical,Network,Switch port issue,Walk-up,Perth CBD,Network Support,585.0,240,False,Configuration issue,3.0
TKT-00473,2026-02-23 17:31:00,,Pending Vendor,P2 - High,Account,Password reset,Monitoring Alert,Remote User,Service Desk,,480,,Hardware failure,
TKT-00474,2026-04-05 18:03:00,2026-04-06 02:25:00,Closed,P4 - Low,Software,Installation request,Self-service Portal,Perth CBD,Service Desk,502.0,2880,True,Unknown,5.0
TKT-00475,2026-01-25 08:46:00,,Pending User,P4 - Low,Hardware,Monitor issue,Self-service Portal,Canning Vale,Desktop Support,,2880,,Configuration issue,
TKT-00476,2026-02-15 15:47:00,2026-02-15 19:38:00,Closed,P3 - Medium,Software,Application error,Self-service Portal,Malaga,Security Support,231.0,1440,True,Access permission,5.0
TKT-00477,2026-02-16 15:25:00,2026-02-16 18:26:00,Closed,P4 - Low,Account,Access request,Self-service Portal,Osborne Park,Security Support,181.0,2880,True,Hardware failure,5.0
TKT-00478,2026-04-06 13:48:00,,Pending User,P3 - Medium,CCTV,IP address conflict,Walk-up,Osborne Park,Desktop Support,,1440,,Network outage,
TKT-00479,2026-03-07 12:28:00,2026-03-08 03:15:00,Closed,P3 - Medium,Software,Performance issue,Email,Remote User,Service Desk,887.0,1440,True,Hardware failure,4.0
TKT-00480,2026-03-19 07:19:00,,Pending User,P3 - Medium,Account,Access request,Phone,Malaga,Service Desk,,1440,,Unknown,
TKT-00481,2026-05-22 15:35:00,2026-05-22 22:12:00,Closed,P3 - Medium,Printer,Driver issue,Email,Perth CBD,Security Support,397.0,1440,True,Hardware failure,5.0
TKT-00482,2026-03-05 10:16:00,,Open,P3 - Medium,Network,Slow connection,Email,Osborne Park,Security Support,,1440,,Network outage,
TKT-00483,2026-05-04 09:31:00,2026-05-05 03:25:00,Resolved,P3 - Medium,CCTV,Camera offline,Self-service Portal,Remote User,Network Support,1074.0,1440,True,User error,5.0
TKT-00484,2026-01-15 12:22:00,2026-01-15 13:39:00,Closed,P3 - Medium,Account,Account lockout,Monitoring Alert,Perth CBD,Desktop Support,77.0,1440,True,Access permission,5.0
TKT-00485,2026-06-11 13:03:00,2026-06-11 14:28:00,Closed,P3 - Medium,Account,Password reset,Walk-up,Osborne Park,Field Support,85.0,1440,True,Configuration issue,4.0
TKT-00486,2026-06-22 18:25:00,2026-06-23 00:14:00,Closed,P3 - Medium,Hardware,Peripheral fault,Self-service Portal,Osborne Park,Service Desk,349.0,1440,True,Configuration issue,5.0
TKT-00487,2026-03-28 08:30:00,2026-03-29 07:56:00,Closed,P4 - Low,Software,Application error,Self-service Portal,Canning Vale,Network Support,1406.0,2880,True,User error,5.0
TKT-00488,2026-02-04 14:35:00,2026-02-05 16:06:00,Resolved,P3 - Medium,Hardware,Peripheral fault,Phone,Osborne Park,Field Support,1531.0,1440,False,Access permission,3.0
TKT-00489,2026-04-21 12:43:00,2026-04-21 17:21:00,Closed,P3 - Medium,Software,Application error,Email,Remote User,Security Support,278.0,1440,True,Software bug,5.0
TKT-00490,2026-06-17 07:49:00,2026-06-17 12:32:00,Closed,P2 - High,Hardware,Docking station issue,Self-service Portal,Canning Vale,Field Support,283.0,480,True,Configuration issue,4.0
TKT-00491,2026-06-25 12:09:00,2026-06-26 04:41:00,Closed,P4 - Low,Software,Application error,Email,Remote User,Service Desk,992.0,2880,True,Configuration issue,5.0
TKT-00492,2026-03-15 07:21:00,2026-03-16 08:56:00,Resolved,P4 - Low,Security,Suspicious email,Walk-up,Canning Vale,Security Support,1535.0,2880,True,User error,5.0
TKT-00493,2026-05-20 15:48:00,2026-05-21 23:09:00,Closed,P3 - Medium,Hardware,Peripheral fault,Phone,Remote User,Service Desk,1881.0,1440,False,Software bug,3.0
TKT-00494,2026-02-13 07:18:00,2026-02-13 11:46:00,Closed,P3 - Medium,Software,Installation request,Email,Canning Vale,Service Desk,268.0,1440,True,User error,4.0
TKT-00495,2026-06-18 12:55:00,2026-06-18 20:12:00,Resolved,P3 - Medium,Hardware,Docking station issue,Monitoring Alert,Wangara,Security Support,437.0,1440,True,Network outage,3.0
TKT-00496,2026-06-02 15:05:00,2026-06-02 21:16:00,Closed,P2 - High,Security,Unauthorized access attempt,Self-service Portal,Remote User,Service Desk,371.0,480,True,User error,4.0
TKT-00497,2026-04-11 18:10:00,2026-04-12 06:59:00,Closed,P3 - Medium,Hardware,Docking station issue,Walk-up,Remote User,Network Support,769.0,1440,True,Configuration issue,3.0
TKT-00498,2026-01-16 17:16:00,2026-01-17 01:22:00,Closed,P4 - Low,Security,Suspicious email,Self-service Portal,Malaga,Desktop Support,486.0,2880,True,Configuration issue,5.0
TKT-00499,2026-04-08 15:43:00,2026-04-08 20:43:00,Closed,P3 - Medium,Hardware,Monitor issue,Monitoring Alert,Wangara,Field Support,300.0,1440,True,Configuration issue,5.0
TKT-00500,2026-04-25 15:08:00,2026-04-25 22:26:00,Closed,P3 - Medium,Software,Software update,Self-service Portal,Osborne Park,Desktop Support,438.0,1440,True,Unknown,4.0
